IMG_SIZE -> 288 (dung augment 'plain')
augment -> modern
[P2_coatnet0_288_modern seed 0] doc lai tu P2_coatnet0_288_modern_seed0.npz (bo qua huan luyen)
   best=0.7113  best_tta=0.7205  smooth=0.7113  smooth_tta=0.7205  top3=0.7166  top3_tta=0.7241
[P2_coatnet0_288_modern seed 1] doc lai tu P2_coatnet0_288_modern_seed1.npz (bo qua huan luyen)
   best=0.7245  best_tta=0.7191  smooth=0.7260  smooth_tta=0.7233  top3=0.7335  top3_tta=0.7271
[P2_coatnet0_288_modern seed 2] doc lai tu P2_coatnet0_288_modern_seed2.npz (bo qua huan luyen)
   best=0.7307  best_tta=0.7201  smooth=0.7438  smooth_tta=0.7415  top3=0.7392  top3_tta=0.7424

>>> P2_coatnet0_288_modern  TEST macro-F1 (quy tac 'best') = 0.7222 +/- 0.0081   tren 3 seed
IMG_SIZE -> 224 (dung augment 'plain')
augment -> modern
[P2b_densenet121_modern seed 0] doc lai tu P2b_densenet121_modern_seed0.npz (bo qua huan luyen)
   best=0.6910  best_tta=0.6877  smooth=0.6814  smooth_tta=0.6866  top3=0.6835  top3_tta=0.6839
  P2b_densenet121_modern OK |   7.0M tham so | dau vao 224x224
[P2b_densenet121_modern seed 1] bat dau huan luyen (80 epoch, batch 32)
  [cong thuc P2] 80 epoch | warmup 5 | LLRD 0.75 | 149 buoc/epoch | EMA decay 0.998658 (cua so ~5 epoch)
  ep 02/80  val raw=0.4165  ema=0.3850  (best=0.3850)  lr=1.80e-04  47s/epoch
  ep 03/80  val raw=0.4905  ema=0.4805  (best=0.4805)  lr=2.40e-04  46s/epoch
  ep 04/80  val raw=0.5223  ema=0.5160  (best=0.5160)  lr=3.00e-04  47s/epoch
  ep 05/80  val raw=0.5515  ema=0.5541  (best=0.5541)  lr=3.00e-04  47s/epoch
  ep 06/80  val raw=0.5933  ema=0.5777  (best=0.5777)  lr=3.00e-04  47s/epoch
  ep 07/80  val raw=0.5981  ema=0.5707  (best=0.5777)  lr=2.99e-04  48s/epoch
  ep 08/80  val raw=0.5682  ema=0.6213  (best=0.6213)  lr=2.99e-04  48s/epoch
  ep 09/80  val raw=0.6123  ema=0.6406  (best=0.6406)  lr=2.98e-04  47s/epoch
  ep 10/80  val raw=0.6365  ema=0.6398  (best=0.6406)  lr=2.97e-04  47s/epoch
  ep 11/80  val raw=0.5888  ema=0.6222  (best=0.6406)  lr=2.95e-04  48s/epoch
  ep 12/80  val raw=0.6108  ema=0.6244  (best=0.6406)  lr=2.94e-04  49s/epoch
  ep 13/80  val raw=0.6082  ema=0.6339  (best=0.6406)  lr=2.92e-04  47s/epoch
  ep 14/80  val raw=0.6236  ema=0.6281  (best=0.6406)  lr=2.89e-04  47s/epoch
  ep 15/80  val raw=0.6202  ema=0.6343  (best=0.6406)  lr=2.87e-04  48s/epoch
  ep 16/80  val raw=0.6402  ema=0.6253  (best=0.6406)  lr=2.84e-04  47s/epoch
  ep 17/80  val raw=0.5903  ema=0.6182  (best=0.6406)  lr=2.81e-04  48s/epoch
  ep 18/80  val raw=0.6137  ema=0.6228  (best=0.6406)  lr=2.78e-04  47s/epoch
  ep 19/80  val raw=0.6261  ema=0.6276  (best=0.6406)  lr=2.75e-04  48s/epoch
  ep 20/80  val raw=0.6121  ema=0.6226  (best=0.6406)  lr=2.71e-04  48s/epoch
  ep 21/80  val raw=0.6398  ema=0.6365  (best=0.6406)  lr=2.68e-04  47s/epoch
  ep 22/80  val raw=0.6067  ema=0.6362  (best=0.6406)  lr=2.64e-04  48s/epoch
  ep 23/80  val raw=0.5945  ema=0.6313  (best=0.6406)  lr=2.59e-04  48s/epoch
  ep 24/80  val raw=0.6171  ema=0.6311  (best=0.6406)  lr=2.55e-04  56s/epoch
  ep 25/80  val raw=0.6152  ema=0.6242  (best=0.6406)  lr=2.50e-04  53s/epoch
  ep 26/80  val raw=0.6449  ema=0.6230  (best=0.6406)  lr=2.46e-04  48s/epoch
  ep 27/80  val raw=0.6291  ema=0.6226  (best=0.6406)  lr=2.41e-04  49s/epoch
  ep 28/80  val raw=0.6237  ema=0.6189  (best=0.6406)  lr=2.36e-04  49s/epoch
  ep 29/80  val raw=0.6378  ema=0.6183  (best=0.6406)  lr=2.30e-04  48s/epoch
  ep 30/80  val raw=0.6132  ema=0.6274  (best=0.6406)  lr=2.25e-04  48s/epoch
